v1,v2,Unique_Stopword_Count,Word_Count,Stopword_Count,Unique_Stem_Count,Unique_Word_Count,Unique_Word_Count/Word_Count
ham,zoe hit 2 fucking shitin il defo try hardest 2 cum 2morow love millions lekdog,0,15,0,14,14,0.9333333333333333
ham,hello baby get back moms  setting computer  filling belly  goes loverboy  miss already  sighs,0,14,0,14,14,1.0
ham,blankets sufficient thanks,0,3,0,3,3,1.0
ham,naughty little thought its better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt,1,20,1,14,14,0.7
ham,edison rightly said a fool ask questions wise man answer know us speechless viva gm,1,15,1,15,15,1.0
ham,talking de other,1,3,1,3,3,1.0
ham,today going college able atten class,0,6,0,6,6,1.0
ham,class holla later,0,3,0,3,3,1.0
ham,easy ahsen got selected means good,0,6,0,6,6,1.0
ham,mmm better got roast me iaod b better drinks 2 good indian,1,12,1,11,11,0.9166666666666666
spam,know someone know fancies you call 09058097218 find who pobox 6 ls15hb 150p,2,13,2,12,12,0.9230769230769231
ham,come round ,0,2,0,2,2,1.0
ham,1 thing change sentence into because want 2 concentrate educational career leaving here,3,13,3,13,13,1.0
spam,1000s flirting now txt girl bloke  name  age eg girl zoe 18 8007 join get chatting,1,16,1,15,15,0.9375
ham,walked hour 2 c you doesnaot show care believe serious,1,10,1,10,10,1.0
spam,18 days euro2004 kickoff kept informed latest news results daily unsubscribe send get euro stop 83222,0,16,0,16,16,1.0
ham,available soiree june 3rd,0,4,0,4,4,1.0
ham,noe wat time e place dat sells 4d closes,0,9,0,9,9,1.0
ham,got another job one hospital data analysis something starts monday sure thesis got finished,0,14,0,13,13,0.9285714285714286
ham,jays getting really impatient belligerent,0,5,0,5,5,1.0
ham,hiya comin 2 bristol 1 st week april les got  rudi new yrs eve snoringthey drunk bak college yet work sends ink 2 bath,0,24,0,23,23,0.9583333333333334
ham,work please call,0,3,0,3,3,1.0
ham,drive lor,0,2,0,2,2,1.0
ham,ard 515 like dat y,1,5,1,5,5,1.0
ham,tell female v throwing in deciding get,1,7,1,7,7,1.0
spam,eastenders tv quiz flower dot compare to d violet e tulip f lily txt e f 84025 4 chance 2 win a100 cash wkent150p16,2,24,2,22,22,0.9166666666666666
ham,working technical support voice processnetworking field,0,6,0,6,6,1.0
ham,might come kerala 2 daysso prepared take leave finalise do plan travel visitneed finish urgent works,1,16,1,16,16,1.0
ham,ok sure time though sure get library class try see point good eve,0,13,0,12,12,0.9230769230769231
spam,new local dates area  lots new people registered area reply date start now 18 wwwflirtpartyus replys150,1,16,1,13,14,0.875
ham,fine bitch later,0,3,0,3,3,1.0
ham,mum went 2 dentist,0,4,0,4,4,1.0
ham,free call sir waiting you,1,5,1,5,5,1.0
ham,meeting work   tel shall work tomorrow,0,6,0,5,5,0.8333333333333334
spam,someone know asked dating service 2 contact you cannot guess who call 09058091854 revealed po box385 m6 6wu,4,19,4,19,19,1.0
ham,jus finish bathing,0,3,0,3,3,1.0
ham,alright make sure car back tonight,0,6,0,6,6,1.0
spam,urgent trying contact you todays draw shows a800 prize guaranteed call 09050003091 land line claim c52 valid12hrs,1,17,1,17,17,1.0
spam,dear invited xchat final attempt contact you txt chat 86688,1,10,1,10,10,1.0
ham,lul gettin juicy gossip hospital two nurses talking fat gettin one thinks obese oyea,0,14,0,13,13,0.9285714285714286
ham,aight ill get fb couple minutes,0,6,0,6,6,1.0
ham,oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz,1,17,1,14,14,0.8235294117647058
ham,download clear movies dvd copies,0,5,0,5,5,1.0
ham,yep pretty sculpture,0,3,0,3,3,1.0
ham,convey regards,0,2,0,2,2,1.0
ham,watching surya movie only  after 6 pm vijay movie pokkiri,2,10,2,9,9,0.9
ham,tell happen behave like me ok need say,1,8,1,8,8,1.0
ham,get pic msgs phone,0,4,0,4,4,1.0
ham,send someone else ,0,3,0,3,3,1.0
ham,wat makes people dearer de happiness dat feel meet de pain feel miss dem,0,14,0,12,12,0.8571428571428571
ham,love start attractioni feel need every time around meshe first thing comes thoughtsi would start day end hershe every time dreamlove every breath namemy life happen around hermy life named heri would cry herwill give happiness take sorrowsi ready fight anyone heri love craziest things herlove proove anyone girl beautiful lady whole planeti always singing praises herlove start making chicken curry end makiing sambarlife beautiful thenwill get every morning thank god day mei would like say lotwill tell later,0,79,0,61,62,0.7848101265822784
ham,frndship like needle clock though v r clock v r nt able 2 met evn v meetitz 4few seconds bt v alwys stay conected gud 9t,0,26,0,21,21,0.8076923076923077
ham,think spatula hands,0,3,0,3,3,1.0
ham,never nothing,0,2,0,2,2,1.0
spam,awarded sipix digital camera call 09061221061 landline delivery within 28days cs box177 m221bp 2yr warranty 150ppm 16  p pa399,0,19,0,19,19,1.0
ham,goodmorning today late ltdecimalgt min,0,5,0,5,5,1.0
spam,win urgent mobile number awarded a2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm,0,17,0,17,17,1.0
ham,please da call mistake side sorry da pls da goto doctor,0,11,0,9,9,0.8181818181818182
ham,r meeting,0,2,0,2,2,1.0
ham,well weather calis great complexities great need car move freely taxes outrageous great place sad part missing home,0,18,0,16,16,0.8888888888888888
ham,reached home   tired now  come tomorro,1,6,1,6,6,1.0
ham,ryder unsoldnow gibbs,0,3,0,3,3,1.0
spam,dear subscriber draw 4 a100 gift voucher b entered receipt correct ans elvis presleys birthday txt answer 80062,0,18,0,18,18,1.0
ham,fret buy ovulation test strips send you get til like march send postal addressyoull alrightokay,1,15,1,14,14,0.9333333333333333
ham,gifts trying get throw cliff something,0,6,0,6,6,1.0
ham,ne thing interesting good birthday wrking nxt started uni today,0,10,0,10,10,1.0
ham,busy come point figure tomorrow,0,5,0,5,5,1.0
ham,yeah go then bored depressed sittin waitin phone ring hope wind drops though scary,1,14,1,14,14,1.0
ham,black shirt n blue jeans thk c i,1,8,1,8,8,1.0
ham,aiyah sorry lor watch tv watch forgot 2 check phone,0,10,0,9,9,0.9
spam,message important information o2 user today lucky day 2 find log onto httpwwwurawinnercom fantastic surprise awaiting,0,16,0,16,16,1.0
ham,hen night going swing,0,4,0,4,4,1.0
ham,good afternoon love goes day   woke early online waiting  hmmm  italian boy online see  grins,0,15,0,14,14,0.9333333333333333
ham,someone smoke every time smoked last two weeks calling texting wanted smoke,0,12,0,10,11,0.9166666666666666
ham,get headache trying figure out trust math promise o,2,9,2,9,9,1.0
ham,sfirst timedhoni rocks,0,3,0,3,3,1.0
ham,ok ill tell company,0,4,0,4,4,1.0
ham,awesome think get 8th usf time tonight,0,7,0,7,7,1.0
ham,means still think teju,0,4,0,4,4,1.0
ham,good movie ok leave hourish,0,5,0,5,5,1.0
ham,nothis kallis home groundamla home town durban,0,7,0,6,6,0.8571428571428571
ham,let us make saturday monday per convenience,0,7,0,7,7,1.0
ham,hey time driving fri go evaluation fri,0,7,0,6,6,0.8571428571428571
spam,449050000301 a2000 price claim call 09050000301,0,6,0,6,6,1.0
ham,going 4 lunch wif family aft dat go str 2 orchard lor,0,12,0,11,12,1.0
spam,bored speed dating try speedchat txt speedchat 80155 like txt swap get new chatter chat80155 pobox36504w45wq 150pmessage rcd 16,0,19,0,17,17,0.8947368421052632
ham,cancel cheyyamoand get money back,0,5,0,5,5,1.0
spam,want 750 anytime network mins 150 text new video phone five pounds per week call 08000776320 reply delivery tomorrow,0,19,0,19,19,1.0
ham,okok okthenwhat todays plan,0,4,0,4,4,1.0
ham,good morning princess you,1,4,1,4,4,1.0
ham,aiyar sorry lor forgot 2 tell you,1,7,1,7,7,1.0
spam,taking part mobile survey yesterday 500 texts 2 use however wish 2 get txts send txt 80160 tc wwwtxt43com 150p,0,20,0,18,19,0.95
ham,tonight mate catching sleep new number way,0,7,0,7,7,1.0
ham,height oh shit situation guy throws love letter gal falls brothers head gay,0,13,0,13,13,1.0
spam,hmv quiz cashbalance currently a500  maximize cashin send hmv1 86688 150pmessage,0,11,0,11,11,1.0
ham,check errors difficulties correction,0,4,0,4,4,1.0
ham,howz painhope r fine,0,4,0,4,4,1.0
ham,sorry call later,0,3,0,3,3,1.0
ham,good morning princess you,1,4,1,4,4,1.0
ham,entered cabin pa said  happy bday boss  felt special askd 4 lunch lunch invited apartment went there,1,17,1,16,16,0.9411764705882353
ham,wake already thanx 4 e tau sar piah quite nice,0,10,0,10,10,1.0
ham,k need login anything,0,4,0,4,4,1.0
spam,forget place many free requests 1stchoicecouk wish information call 08707808226,0,10,0,10,10,1.0
ham,lol  busy,0,2,0,2,2,1.0
ham, wearing,0,1,0,1,1,1.0
ham,messagesome text missing sendername missing number missing sentdate missing missing lot everything missing sent via fullonsmscom,0,16,0,11,11,0.6875
ham,ohas usual vijay film different,0,5,0,5,5,1.0
spam,know know me send chat 86688 let us find other 150pmessage rcvd hgsuite3422landsroww1j6hl ldn 18 years over,3,17,3,16,16,0.9411764705882353
ham,good day mine really busy much tomorrow night,0,8,0,8,8,1.0
ham,way send shades stuff her wonderful too,2,7,2,7,7,1.0
ham,really tot paper ended long ago wat copied jus got use happy lar still haf 2 study ,0,17,0,17,17,1.0
spam,thank you winner notified sms good luck future marketing reply stop 84122 customer services 08450542832,1,15,1,15,15,1.0
ham,babe  lost  ,0,2,0,2,2,1.0
ham,ok help ask working tomorrow not,1,6,1,6,6,1.0
ham,driving raining get caught e mrt station lor,0,8,0,8,8,1.0
ham,drop tank,0,2,0,2,2,1.0
ham,that said text one time,1,5,1,5,5,1.0
ham,sorry call later,0,3,0,3,3,1.0
ham,ok go change also,0,4,0,4,4,1.0
spam,1000s girls many local 2 r virgins 2  r ready 2 4fil every sexual need 4fil theirs text cute 69911a150p m,2,21,2,17,17,0.8095238095238095
ham,find sitter kaitlyn sick slept day yesterday,0,7,0,7,7,1.0
ham,sorry man accidentally left phone silent last night check til got,0,11,0,11,11,1.0
ham,hey something came last min think wun signing tomorrow hee,0,10,0,10,10,1.0
ham,adult would learn experience real danger like peeps using drugs need comment,0,12,0,12,12,1.0
ham,hey veggie pizza ,0,3,0,3,3,1.0
ham,yun buying school got offer 2000 plus only,1,8,1,8,8,1.0
ham,sure neighbors pick,0,3,0,3,3,1.0
ham,k sent,0,2,0,2,2,1.0
spam,free entry 2 wkly comp win fa cup final tkts 21st may 2005 text fa 87121 receive entry questionstd txt ratetcs apply 08452810075over18s,0,23,0,21,21,0.9130434782608695
ham,new theory argument wins situation loses person argue friends just    kick amp say always correct,1,15,1,15,15,1.0
ham,well computerless time make oreo truffles,0,6,0,6,6,1.0
ham,haha yeah see now sec,1,5,1,5,5,1.0
ham,number sir,0,2,0,2,2,1.0
ham,lol hot air balloon,0,4,0,4,4,1.0
ham,ok   bus  come soon come otherwise tomorrow,0,7,0,6,6,0.8571428571428571
ham,msgs r time passthey silently say thinking right also making think least 4 moment gd ntswt drms shesil,0,18,0,17,18,1.0
ham,yeah probably swing roommate finishes girl,0,6,0,6,6,1.0
spam,got takes 2 take part wrc rally oz lucozade energy text rally le 61200 25p see packs lucozadecoukwrc  itcould you,1,20,1,18,19,0.95
ham,happy new years melody,0,4,0,4,4,1.0
ham,ii dun need pick gf,0,5,0,5,5,1.0
ham,yay better told 5 girls either,0,6,0,6,6,1.0
ham,horrible eat macs eat forgot already rite take long 2 reply thk toot b prepared wat shall eat,0,18,0,16,16,0.8888888888888888
ham,say fantastic chance anything need bigger life lift losing 2 live think would first person 2 die n v q,0,20,0,19,19,0.95
ham,nw came hme da,0,4,0,4,4,1.0
ham,outside islands head towards hard rock run,0,7,0,7,7,1.0
ham,day class class,0,3,0,2,2,0.6666666666666666
ham,chennai velachery,0,2,0,2,2,1.0
ham,flippin shit yet,0,3,0,3,3,1.0
ham,k give sec breaking ltgt cstore,0,6,0,6,6,1.0
ham,much bad avoid like this,1,5,1,5,5,1.0
ham,yo around got car back,0,5,0,5,5,1.0
ham,annoying it,1,2,1,2,2,1.0
ham,goodmorning today late ltgt min,0,5,0,5,5,1.0
ham,point hangin mr right makin happy,0,6,0,6,6,1.0
ham,come alivebetter correct good looking figure itself,1,7,1,7,7,1.0
ham,case guess see campus lodge,0,5,0,5,5,1.0
ham,done,0,1,0,1,1,1.0
ham,come home one last time anything trust me,1,8,1,8,8,1.0
ham,night worrying appt shame missed girls night quizzes popcorn hair,0,10,0,9,9,0.9
spam,sex mobile free sexy pic jordan text babe 88600 every wk get sexy celeb pocketbabecouk 4 pics 16 a3wk 087016248,0,20,0,18,19,0.95
ham,ok c ya,0,3,0,3,3,1.0
spam,1 new voicemail please call 08719181503,0,6,0,6,6,1.0
ham,said matter mind saying matter there,1,6,1,5,5,0.8333333333333334
ham,also knows lunch menu da  know,0,6,0,5,6,1.0
ham,al moan n e thin goes wrong faultal de arguments r faultfed himso bother hav 2go thanxxx,0,17,0,17,17,1.0
ham,neft transaction reference number ltgt rs ltdecimalgt credited beneficiary account ltgt lttimegt  ltgt,0,13,0,11,11,0.8461538461538461
ham,otherwise part time job natuition,0,5,0,5,5,1.0
ham,know called,0,2,0,2,2,1.0
ham,also da feel yesterday night wait til 2day night dear,0,10,0,9,9,0.9
ham,thanks understanding trying tell sura that,1,6,1,6,6,1.0
spam,win year supply cds 4 store choice worth a500  enter a100 weekly draw txt music 87066 tscs wwwldewcomsubs161win150ppmx3,0,18,0,18,18,1.0
ham,whole car appreciated last two dad map reading semi argument apart things going ok p,0,15,0,15,15,1.0
spam,sim subscriber selected receive bonus get delivered door txt word ok no 88600 claim 150pmessage exp 30apr,1,17,1,17,17,1.0
ham,need strong arms,0,3,0,3,3,1.0
ham,also maaaan missing,0,3,0,3,3,1.0
ham,birthday real april ,0,3,0,3,3,1.0
ham,guessin going 9,0,3,0,3,3,1.0
ham,ok come home half hour,0,5,0,5,5,1.0
ham,yo game almost over want go walmart soon,1,8,1,8,8,1.0
ham,yeah probably sure ilol let know personally wuldnt bother goin mite well,0,12,0,12,12,1.0
ham,text now creepy like think forgot,1,6,1,6,6,1.0
ham,would good u phone tomo lunchtime shall i organise something,1,10,1,10,10,1.0
spam,1 new voicemail please call 08719181513,0,6,0,6,6,1.0
ham,damn make tonight want wait til tomorrow,0,7,0,7,7,1.0
ham,kki also finewhen complete course,0,5,0,5,5,1.0
ham,true passable get high score apply phd get 5years salary makes life easier,0,13,0,12,12,0.9230769230769231
spam,no 1 nokia tone 4 mob every week txt nok 87021 1st tone free  get txtin tell friends 150ptone 16 reply hl 4info,1,23,1,22,22,0.9565217391304348
ham,prakesh know,0,2,0,2,2,1.0
ham,teach apps da come college,0,5,0,5,5,1.0
ham,rofl betta invest anti aging products,0,6,0,6,6,1.0
spam,winner specially selected 2 receive a1000 cash 4 holiday flights inc speak live operator 2 claim 0871277810810,0,17,0,16,16,0.9411764705882353
ham,sir receive account another 1hr time sorry delay,0,8,0,8,8,1.0
spam,reply name address receive post weeks completely free accommodation various global locations wwwphb1com ph08700435505150p,0,14,0,14,14,1.0
ham,ill submitting da project tomorrow rite,0,6,0,6,6,1.0
spam,free entry a250 weekly comp send word enter 84128 now 18 tc wwwtextcompcom cust care 08712405020,1,16,1,16,16,1.0
ham,jus ans lar noe later,0,5,0,5,5,1.0
ham,want send something sell fast ltgt k easy money,0,9,0,9,9,1.0
ham,got  things do may  pub later,1,6,1,6,6,1.0
ham,1s finish meeting call me,1,5,1,5,5,1.0
ham,lol ok snatch purse too,1,5,1,5,5,1.0
ham,hellodrivby0quit edrunk sorry iff pthis makes senrddnot  dancce 2 drum n basqihave fun 2nhite x ros xxxxxxx,0,17,0,17,17,1.0
ham,opinion me 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply,1,22,1,22,22,1.0
ham,much getting,0,2,0,2,2,1.0
ham,paper e morn aft tomorrow,0,5,0,5,5,1.0
ham,dear relieved westonzoyland going plan end too,1,7,1,7,7,1.0
ham,hope great new semester wish best made greatness,0,8,0,7,8,1.0
ham,oh yes speak txt 2 no hmm get email,1,9,1,9,9,1.0
ham,want show world princess  europe,0,5,0,5,5,1.0
ham,nobody decide eat dad wants chinese,0,6,0,6,6,1.0
ham,shoot me docs waiting room ,1,5,1,5,5,1.0
ham,now going 4 dinner soon,1,5,1,5,5,1.0
ham,hello site download songs urgent pls,0,6,0,6,6,1.0
ham,know mean king havin credit goin2bed now night night sweet only1more sleep,1,12,1,11,11,0.9166666666666666
ham,horrible gal sch stuff come got mc,0,7,0,7,7,1.0
ham,hi hun comin 2nitetell every1 sorry 4 me hope ava goodtimeoli rang melnite ifink mite b sortedbut il explain everythin monl8rsx,1,21,1,21,21,1.0
ham,call later network urgnt sms me,1,6,1,6,6,1.0
ham,ummmmmaah many many happy returns day dear sweet heart happy birthday dear,0,12,0,9,9,0.75
spam,please call 08712402779 immediately urgent message waiting,0,7,0,7,7,1.0
ham,yeah like goes like friends going flip shit like half hour,0,11,0,9,9,0.8181818181818182
ham,mum say wan go go shun bian watch da glass exhibition,0,11,0,10,10,0.9090909090909091
ham,plan pongal,0,2,0,2,2,1.0
ham,wait till end march el nino gets himself oh,1,9,1,9,9,1.0
ham,yet chikkugoing room nw bus,0,5,0,5,5,1.0
ham,also cbe only pay,1,4,1,4,4,1.0
ham,honey boo missing you,1,4,1,4,4,1.0
ham,sent jd customer service cum accounts executive mail id details contact us,0,12,0,12,12,1.0
ham,yo parents gettin cash good news picked downstem,0,8,0,8,8,1.0
ham,thank much skyped wit kz sura get pleasure company hope good given ultimatum oh countin aburo enjoy,0,17,0,17,17,1.0
spam,hungry gay guys feeling hungry 4 it now call 08718730555 10pmin stop texts call 08712460324 10pmin,2,16,2,13,13,0.8125
ham,ok wahala remember friend need ,0,5,0,5,5,1.0
ham,see half hour,0,3,0,3,3,1.0
ham,inperialmusic listening2the weirdest track ever byaoleafcutter johnaosounds like insects molestedsomeone plumbingremixed evil men acid,0,14,0,14,14,1.0
ham,hey sorry didntgive ya bellearlier hunny,0,6,0,6,6,1.0
ham,seriously tell exact words right now,1,6,1,6,6,1.0
spam,get 2 phone now want chat 2 set meet call 09096102316 cum 2moro love jane xx callsa1minmoremobsemspobox45po139wa,1,17,1,16,16,0.9411764705882353
ham,tee hee lecture cheery bye bye,0,6,0,5,5,0.8333333333333334
ham,sorry chikku cell got problem thts nt able reply message you,1,11,1,11,11,1.0
ham,still collected dough pls let know go place sent get control number,0,12,0,12,12,1.0
ham,ok,0,1,0,1,1,1.0
spam,network operator service free  cs visit 80488biz,0,7,0,7,7,1.0
ham,let know contact you settled room let us know ok,1,10,1,8,8,0.8
ham,wot 2 weirdo,0,3,0,3,3,1.0
ham,lor,0,1,0,1,1,1.0
ham,put phone silent mode ok,0,5,0,5,5,1.0
ham,meet i 5 4 depends i wan 2 lor,1,9,2,8,8,0.8888888888888888
ham,waiting 4 tv show 2 start lor leh still busy report,0,11,0,11,11,1.0
ham,oh ho first time use type words,0,7,0,7,7,1.0
ham,one stalk profiles,0,3,0,3,3,1.0
ham,ever green quote ever told jerry cartoon a person irritates always one loves vry much fails express it   gud nyt,2,20,2,19,19,0.95
ham,yes thought so thanks,1,4,1,4,4,1.0
ham,shes drinkin ok,0,3,0,3,3,1.0
ham,wondering others took,0,3,0,3,3,1.0
ham,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,0,20,0,19,19,0.95
ham,do dog  must always wait till end day word  run time cell already,1,13,1,13,13,1.0
ham,happy new year too,1,4,1,4,4,1.0
ham,heygreat dealfarm tour 9am 5pm 95pax 50 deposit 16 may,0,10,0,10,10,1.0
ham,eat jap done oso aft lect wat ii got lect 12 rite,0,12,0,11,11,0.9166666666666666
ham,hey babe saw came online second disappeared happened ,0,8,0,8,8,1.0
ham,da birthdate certificate april real date today publish it shall give special treat keep secret way thanks wishes,1,18,1,18,18,1.0
ham,happy birthday may dreams come true,0,6,0,6,6,1.0
ham,aiyah ok already lar e nydc wheellock,0,7,0,7,7,1.0
ham,tell said eat shit,0,4,0,4,4,1.0
ham,sure driving reach destination soon,0,5,0,5,5,1.0
ham,k i much 8th fifty,1,5,1,5,5,1.0
ham,daily text uo favour time,0,5,0,5,5,1.0
ham,great hear settling well happenin wit ola,0,7,0,7,7,1.0
ham,cocksuckers makes feel better ipads worthless garbage novelty items feel bad even wanting one,0,14,0,13,13,0.9285714285714286
ham,tot reach liao said tshirt,0,5,0,5,5,1.0
ham,fran decided 2 go n e way completely broke knackered got bout 3 c 2mrw love janx ps dads fone no credit,1,22,1,22,22,1.0
ham,cannot pick phone right now pls send message,3,9,3,9,9,1.0
ham,right make appointment right now,1,5,1,4,4,0.8
ham,designation software developer may get chennai,0,6,0,6,6,1.0
spam,enjoy jamster videosound gold club credits 2 new videosounds2 logosmusicnews get fun jamstercouk 16only help call 09701213186,0,17,0,17,17,1.0
spam,get 3 lions england tone reply lionm 4 mono lionp 4 poly 4 go 2 wwwringtonescouk original n best tones 3gbp network operator rates apply,0,25,0,22,23,0.92
ham,jokin oni lar ii busy wun disturb i,1,8,1,8,8,1.0
ham,ok careful  text drive ,0,4,0,4,4,1.0
ham,ill always there even spirit ill get bb soon trying sure need it,2,13,2,12,12,0.9230769230769231
ham,r much close heart go away shattered plz stay me,1,10,1,10,10,1.0
ham,love 2 babe r sure everything alrite idiot txt bak girlie,0,11,0,11,11,1.0
ham,making pics bigger,0,3,0,3,3,1.0
ham,got got 2 colours lor one colour quite light n e darker lor actually done styling hair now,1,18,1,15,16,0.8888888888888888
ham,whenevr sad whenevr gray remembr 2 listn 2 watevr want say jus walk wid little whileamp promise bring back smile,0,20,0,18,18,0.9
ham,nothing ok anyway give treat,0,5,0,5,5,1.0
spam,win newest uiharry potter order phoenix book 5 reply harry answer 5 questions  chance first among readers,0,17,0,16,16,0.9411764705882353
ham,ok,0,1,0,1,1,1.0
ham,correct work today,0,3,0,3,3,1.0
ham,sent again scream moan bed princess,1,6,1,6,6,1.0
ham,wake long ago already know thing,0,6,0,6,6,1.0
ham,oh getting even you you,1,5,2,4,4,0.8
ham,thk 50 shd ok said plus minus 10 i leave line paragraphs,1,12,1,12,12,1.0
ham,call plz number shows coveragd area urgnt call vasai amp reach 4o clock call plz,0,15,0,12,12,0.8
ham,yeah jays sort fucking retard,0,5,0,5,5,1.0
ham,sorry bathroom sup,0,3,0,3,3,1.0
spam,balance a500 next question is sang uptown girl 80s  2 answer txt answer 83600 good luck,1,16,1,15,15,0.9375
ham,exam february 4 wish great day,0,6,0,6,6,1.0
ham,know come ask questions like mistake me,1,7,1,7,7,1.0
ham,aight rush ask jay,0,4,0,4,4,1.0
ham,good morning plz call sir,0,5,0,5,5,1.0
ham,ok lar sleep early too nite,1,6,1,6,6,1.0
ham,oh icic k lor den meet day,0,7,0,7,7,1.0
ham,oh  half hour much longer syria canada eh  wow must get much work done day us extra time  grins,0,19,0,18,18,0.9473684210526315
ham,sometimes put walls around heartsnot safe getting hurt find cares enough break walls amp get closer goodnoon,0,17,0,15,16,0.9411764705882353
ham,sweet may may go 4u meet carlos gauge pattys interest,0,10,0,9,9,0.9
ham,buying today ii need c meh,0,6,0,6,6,1.0
ham,aight sorry take ten years shower plan,0,7,0,7,7,1.0
ham,every mondaynxt week vl completing,0,5,0,5,5,1.0
ham,might ax well there,1,4,1,4,4,1.0
ham,chill another 6hrs could sleep pain surgical emergency see unfolds okay,0,11,0,11,11,1.0
ham,yeah try scrounge something,0,4,0,4,4,1.0
ham,crazy ar married ii like gd looking guys me frens like say korean leonas fave dun thk is aft thinking mayb prob go,2,23,2,22,22,0.9565217391304348
ham,somewhere fredericksburg,0,2,0,2,2,1.0
ham,que pases un buen tiempo something like,0,7,0,7,7,1.0
ham,ok stay night here xavier sleeping bag getting tired,1,9,1,9,9,1.0
ham,need test,0,2,0,2,2,1.0
ham,nothing much chillin home super bowl plan,0,7,0,7,7,1.0
spam,free2day sexy st georges day pic jordantxt pic 89080 miss out every wk saucy celeb4 pics c pocketbabecouk 0870241182716 a3wk,1,20,1,18,19,0.95
ham,bugis oso near wat,0,4,0,4,4,1.0
ham,yo class tomorrow right,0,4,0,4,4,1.0
ham,let heart compass mind map soul guide never loose worldgnun  sent via way2smscom,0,13,0,13,13,1.0
ham,goodnight sleep well da please take care pa please,0,9,0,8,8,0.8888888888888888
ham,baaaaabe misss youuuuu   go teach class 5 ,0,7,0,7,7,1.0
ham,convey regards,0,2,0,2,2,1.0
ham,ned convince tht possible witot hurting feeling main,0,8,0,8,8,1.0
ham,good afternoon loverboy  goes day  luck come way think you sweetie send love across sea make smile happy,1,18,1,18,18,1.0
ham,start sending blackberry torch nigeria find buyer melike 4a month tell dad buy bb anyone oh,0,16,0,16,16,1.0
ham,ltgt of pple marry lovers becz hav gud undrstndng dat avoids problems sent dis 2 you wil get gud news friday person like tomorrow best day life break chain break suffer send ltgt frnds ltgt mins whn read,2,38,2,34,34,0.8947368421052632
ham,yo dude guess got arrested day,0,6,0,6,6,1.0
ham,shuhui say change 2 suntec steamboat noe where r now,2,10,2,10,10,1.0
ham,dance river do,1,3,1,3,3,1.0
ham,yetunde sorry moji seem busy able go shopping please find way get wanted us get please forgive me reply free via yahoo messenger,1,23,1,21,21,0.9130434782608695
ham,hey really pretty late want go lesson first join you reaching tp mrt,1,13,1,13,13,1.0
spam,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k,0,17,0,17,17,1.0
ham,bbq sat mine 6ish welcome 2 come,0,7,0,7,7,1.0
ham,know thing wrong everyso often panicks starts goin bout bein good enough u,0,13,0,13,13,1.0
ham,alright outhave good night,0,4,0,4,4,1.0
ham,try making another butt,0,4,0,4,4,1.0
ham,hope feeling great pls fill in abiola,1,7,1,7,7,1.0
ham,though shd go n fun bar town something uo sound ok,0,11,0,11,11,1.0
ham,1 go write message 2 put dictionary mode 3cover screen hand 4press ltgt  5gently remove hand interesting,0,17,0,16,16,0.9411764705882353
spam,bears pic nick tom pete  dick fact types try gay chat photo upload call 08718730666 10pmin 2 stop texts call 08712460324,0,21,0,20,20,0.9523809523809523
spam,500 new mobiles 2004 must go txt nokia no 89545  collect todayfrom a1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,1,17,1,17,17,1.0
ham,finally ready fyi,0,3,0,3,3,1.0
ham,auntie huai juan never pick phone,0,6,0,6,6,1.0
spam,double mins  double txt  12 price linerental latest orange bluetooth mobiles call mobileupd8 latest offers 08000839402 call2optoutlf56,0,17,0,15,15,0.8823529411764706
ham,ya tel wats problem,0,4,0,4,4,1.0
spam,no 1 nokia tone 4 mob every week txt nok 87021 1st tone free  get txtin tell friends 150ptone 16 reply hl 4info,1,23,1,22,22,0.9565217391304348
ham,dnt wnt tlk wid,0,4,0,4,4,1.0
ham,spend days waiting ideal path appear front us forget is paths made walking waiting goodnight,1,15,1,13,14,0.9333333333333333
ham,ok arm feeling weak cuz got shot go another time,0,10,0,10,10,1.0
ham,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei already see netno ticket availablei want book ticket tackle ,0,20,0,17,17,0.85
ham,storming message wen lift phne say hello knw wt real meaning hello    name girl    yes knw dat girl margaret hello girlfrnd f grahmbell invnted telphone     moralone 4get name person,0,29,0,24,24,0.8275862068965517
ham,ok popped ask bout something said would in around tonght wen girl comes,1,13,1,13,13,1.0
ham,e best 4 exam later,0,5,0,5,5,1.0
ham,hope head hurt 2 much  ploughing way pile ironing  staying chinky tonight come round like,0,15,0,15,15,1.0
ham,oh ki think wi nz players unsold,0,7,0,7,7,1.0
ham,haha got fast lose weight thk muz go 4 month den got effect geelater go aust put bk e weight,0,20,0,17,17,0.85
ham,wonder got online love  gone net cafe  get phone recharged  friends net  think you boytoy,1,15,1,14,14,0.9333333333333333
ham,haha kidding papa needs drugs,0,5,0,5,5,1.0
ham,thk shld b can ya wana go 4 lessons haha go one whole stretch,1,14,1,13,13,0.9285714285714286
